id,benefits,resources,mhd,coworker_chat,support_options,age,sex,race
1407,Yes,No,Yes,,,35.0,Male,
1408,Yes,Don't know,No,,,44.0,Male,
1409,Don't know,Don't know,No,,,35.0,Others,
1410,No,No,No,,,45.0,Male,
1411,Yes,Yes,Yes,,,42.0,Male,
1412,Don't know,Don't know,Yes,,,40.0,Male,
1413,Don't know,Don't know,No,,,50.0,Female,
1414,Yes,Don't know,Don't know,,,36.0,Male,
1415,Don't know,Don't know,Yes,,,31.0,Female,
1416,Don't know,No,No,,,29.0,Male,
1417,Yes,Don't know,No,,,37.0,Male,
1418,No,Don't know,Yes,,,31.0,Male,
1419,Don't know,No,No,,,42.0,Male,
1420,Yes,Don't know,No,,,25.0,Male,
1421,Yes,Yes,Yes,,,27.0,Male,
1422,Yes,Don't know,Yes,,,41.0,Female,
1423,Yes,Yes,Yes,,,41.0,Female,
1424,Yes,Yes,No,,,55.0,Female,
1425,Yes,Yes,Yes,,,21.0,Male,
1426,Don't know,No,No,,,37.0,Male,
1427,Don't know,Don't know,No,,,34.0,Female,
1428,Yes,Yes,Don't know,,,40.0,Male,
1429,Don't know,Don't know,Don't know,,,25.0,Male,
1430,Yes,Don't know,Don't know,,,36.0,Male,
1431,No,No,Don't know,,,25.0,Male,
1432,Don't know,Don't know,No,,,35.0,Male,
1433,No,No,No,,,37.0,Male,
1434,Yes,Yes,Don't know,,,45.0,Male,
1435,No,No,Yes,,,26.0,Male,
1436,Yes,Don't know,No,,,23.0,Male,
1437,Yes,No,Yes,,,22.0,Female,
1438,Don't know,No,Yes,,,46.0,Female,
1439,No,No,No,,,31.0,Male,
1440,Yes,Don't know,Yes,,,27.0,Male,
1441,No,Yes,No,,,37.0,Male,
1442,Don't know,No,No,,,37.0,Male,
1443,Don't know,Don't know,Don't know,,,26.0,Others,
1444,No,No,No,,,23.0,Male,
1445,Yes,No,Yes,,,40.0,Male,
1446,No,No,No,,,29.0,Male,
1447,Yes,Yes,Yes,,,37.0,Male,
1448,Yes,Yes,No,,,34.0,Female,
1449,Yes,Don't know,Yes,,,40.0,Male,
1450,Yes,Don't know,Don't know,,,39.0,Male,
1451,Yes,Yes,Yes,,,28.0,Male,
1452,Don't know,Don't know,Don't know,,,28.0,Male,
1453,No,No,No,,,27.0,Male,
1454,Don't know,Don't know,Don't know,,,48.0,Male,
1455,Yes,No,Yes,,,49.0,Female,
1456,No,No,Yes,,,35.0,Male,
1457,Don't know,No,Yes,,,35.0,Male,
1458,Don't know,Don't know,Yes,,,38.0,Male,
1459,Yes,Yes,No,,,32.0,Male,
1460,Yes,Yes,Yes,,,42.0,Male,
1461,Yes,Yes,Don't know,,,33.0,Female,
1462,Don't know,Don't know,No,,,35.0,Male,
1463,Don't know,Don't know,Don't know,,,24.0,Male,
1464,Yes,Yes,Yes,,,29.0,Others,
1465,Don't know,No,Don't know,,,29.0,Male,
1466,Don't know,No,No,,,24.0,Male,
1467,Don't know,Don't know,No,,,30.0,Male,
1468,Don't know,No,Yes,,,30.0,Male,
1469,No,No,Yes,,,44.0,Male,
1470,Yes,Yes,No,,,37.0,Male,
1471,No,No,No,,,28.0,Male,
1472,Yes,Don't know,No,,,42.0,Male,
1473,Yes,No,Yes,,,30.0,Female,
1474,Don't know,Don't know,Don't know,,,36.0,Male,
1475,Don't know,No,No,,,30.0,Male,
1476,Don't know,No,No,,,29.0,Male,
1477,Don't know,Don't know,No,,,25.0,Male,
1478,No,No,No,,,25.0,Male,
1479,Don't know,Don't know,No,,,24.0,Male,
1480,No,No,Yes,,,25.0,Male,
1481,Yes,No,Yes,,,31.0,Male,
1482,Yes,No,No,,,37.0,Male,
1483,Don't know,Don't know,No,,,35.0,Male,
1484,Don't know,No,No,,,26.0,Female,
1485,Yes,No,No,,,31.0,Male,
1486,Yes,Don't know,No,,,29.0,Female,
1487,Don't know,No,No,,,33.0,Male,
1488,No,No,No,,,30.0,Male,
1489,Yes,No,Don't know,,,30.0,Male,
1490,Yes,Yes,Yes,,,29.0,Female,
1491,Don't know,Yes,Yes,,,25.0,Female,
1492,Yes,Yes,No,,,27.0,Male,
1493,Yes,No,No,,,26.0,Male,
1494,Yes,Don't know,No,,,38.0,Female,
1495,Yes,Yes,Yes,,,49.0,Male,
1496,Yes,Yes,No,,,30.0,Male,
1497,Don't know,Don't know,Don't know,,,34.0,Male,
1498,No,Don't know,No,,,31.0,Male,
1499,Don't know,Don't know,Don't know,,,29.0,Male,
1500,No,No,No,,,31.0,Male,
1501,Don't know,No,Don't know,,,34.0,Male,
1502,Don't know,Don't know,No,,,28.0,Male,
1503,Don't know,Don't know,No,,,35.0,Female,
1504,Don't know,Don't know,No,,,27.0,Male,
1505,Don't know,Don't know,No,,,33.0,Male,
1506,Don't know,Don't know,Don't know,,,37.0,Female,
1507,Don't know,Yes,Yes,,,45.0,Male,
1508,No,No,Yes,,,31.0,Female,
1509,No,Don't know,No,,,36.0,Male,
1510,Yes,Yes,Yes,,,30.0,Male,
1511,Yes,Yes,Yes,,,33.0,Female,
1512,Yes,Yes,Yes,,,45.0,Female,
1513,Yes,Yes,Yes,,,30.0,Female,
1514,Yes,No,Yes,,,30.0,Male,
1515,Don't know,Don't know,Yes,,,29.0,Male,
1516,No,No,No,,,36.0,Male,
1517,Yes,Yes,Don't know,,,28.0,Male,
1518,Yes,Don't know,Yes,,,36.0,Male,
1519,Yes,Don't know,Don't know,,,37.0,Female,
1520,Yes,Yes,Don't know,,,29.0,Male,
1521,Yes,Yes,Yes,,,25.0,Male,
1522,Yes,Yes,No,,,34.0,Female,
1523,Yes,Yes,No,,,37.0,Male,
1524,Yes,Yes,Yes,,,40.0,Female,
1525,Yes,Yes,Don't know,,,32.0,Male,
1526,Don't know,No,No,,,38.0,Male,
1527,Yes,Don't know,Yes,,,31.0,Female,
1528,Yes,Yes,No,,,28.0,Female,
1529,No,No,Yes,,,27.0,Female,
1530,Yes,Yes,Yes,,,28.0,Female,
1531,Don't know,No,Yes,,,26.0,Male,
1532,Yes,Yes,No,,,40.0,Male,
1533,Yes,Yes,Yes,,,42.0,Male,
1534,Yes,Yes,No,,,36.0,Male,
1535,Don't know,Don't know,Don't know,,,44.0,Male,
1536,Yes,No,Yes,,,24.0,Male,
1537,Don't know,Yes,Don't know,,,44.0,Male,
1538,Yes,Don't know,Yes,,,31.0,Male,
1539,Don't know,Don't know,Don't know,,,49.0,Male,
1540,Yes,Don't know,No,,,27.0,Female,
1541,Yes,Yes,No,,,27.0,Male,
1542,Yes,No,No,,,28.0,Male,
1543,Yes,No,Don't know,,,20.0,Female,
1544,Don't know,Don't know,No,,,41.0,Male,
1545,No,Yes,Yes,,,38.0,Male,
1546,Don't know,Don't know,Yes,,,29.0,Male,
1547,Yes,No,Yes,,,44.0,Female,
1548,Don't know,Yes,No,,,31.0,Male,
1549,No,No,Yes,,,54.0,Male,
1550,Don't know,No,No,,,33.0,Male,
1551,No,No,No,,,29.0,Male,
1552,Don't know,Don't know,Don't know,,,26.0,Others,
1553,Don't know,Don't know,Don't know,,,26.0,Male,
1554,Don't know,Don't know,Yes,,,34.0,Male,
1555,Don't know,No,Don't know,,,38.0,Female,
1556,No,No,Yes,,,30.0,Male,
1557,Don't know,Don't know,Yes,,,34.0,Male,
1558,Yes,No,Yes,,,47.0,Female,
1559,Yes,Yes,No,,,33.0,Female,
1560,Don't know,No,No,,,22.0,Male,
1561,Don't know,No,Don't know,,,28.0,Others,
1562,Yes,Yes,Yes,,,31.0,Male,
1563,Don't know,No,Yes,,,24.0,Others,
1564,No,No,No,,,56.0,Male,
1565,Don't know,Don't know,Yes,,,57.0,Female,
1566,Don't know,Don't know,No,,,39.0,Male,
1567,No,No,No,,,21.0,Male,
1568,Don't know,Don't know,No,,,31.0,Female,
1569,Don't know,Don't know,Yes,,,63.0,Male,
1570,Don't know,Don't know,Yes,,,46.0,Male,
1571,Don't know,Yes,Yes,,,32.0,Female,
1572,Don't know,Don't know,Yes,,,35.0,Male,
1573,Yes,No,No,,,34.0,Male,
1574,Don't know,No,Yes,,,35.0,Male,
1575,No,No,No,,,31.0,Male,
1576,Don't know,Don't know,Yes,,,35.0,Female,
1577,Don't know,No,No,,,36.0,Male,
1578,Yes,Don't know,No,,,50.0,Male,
1579,Don't know,No,Yes,,,31.0,Male,
1580,Yes,No,No,,,47.0,Male,
1581,Don't know,Don't know,No,,,32.0,Female,
1582,Yes,No,Yes,,,23.0,Female,
1583,Yes,Don't know,Yes,,,43.0,Female,
1584,Yes,No,No,,,26.0,Female,
1585,Don't know,Don't know,Don't know,,,26.0,Female,
1586,Yes,Yes,No,,,55.0,Female,
1587,Yes,No,Yes,,,27.0,Male,
1588,Don't know,Don't know,No,,,34.0,Male,
1589,No,No,No,,,25.0,Male,
1590,Don't know,Don't know,No,,,35.0,Male,
1591,Don't know,Don't know,Yes,,,37.0,Male,
1592,Yes,Yes,Yes,,,38.0,Female,
1593,Yes,No,Don't know,,,29.0,Male,
1594,Yes,Yes,Don't know,,,28.0,Male,
1595,Don't know,No,Don't know,,,29.0,Male,
1596,Yes,No,Don't know,,,40.0,Male,
1597,Yes,Yes,Yes,,,25.0,Female,
1598,Don't know,Don't know,Don't know,,,29.0,Male,
1599,Yes,Yes,Yes,,,29.0,Female,
1600,Yes,Yes,Yes,,,35.0,Male,
1601,Don't know,Don't know,No,,,25.0,Male,
1602,No,No,Yes,,,43.0,Male,
1603,No,No,No,,,26.0,Male,
1604,Don't know,No,Don't know,,,31.0,Male,
1605,Yes,Yes,No,,,31.0,Female,
1606,Don't know,No,Yes,,,45.0,Female,
1607,No,No,Don't know,,,23.0,Male,
1608,Don't know,Don't know,No,,,39.0,Male,
1609,Yes,No,No,,,27.0,Female,
1610,Yes,No,Yes,,,28.0,Male,
1611,Don't know,Don't know,Don't know,,,36.0,Male,
1612,Don't know,No,No,,,22.0,Male,
1613,Yes,Don't know,No,,,51.0,Male,
1614,Don't know,Don't know,Don't know,,,39.0,Male,
1615,Don't know,Don't know,Yes,,,36.0,Male,
1616,Don't know,No,Yes,,,28.0,Male,
1617,Don't know,Yes,No,,,40.0,Male,
1618,Yes,Yes,Yes,,,35.0,Female,
1619,Yes,No,Yes,,,38.0,Male,
1620,Yes,No,Don't know,,,29.0,Male,
1621,Don't know,Don't know,No,,,43.0,Male,
1622,Yes,Don't know,Yes,,,31.0,Female,
1623,No,No,No,,,45.0,Male,
1624,Don't know,Don't know,Don't know,,,26.0,Male,
1625,Yes,Yes,No,,,42.0,Male,
1626,Yes,Yes,No,,,28.0,Female,
1627,Don't know,No,No,,,28.0,Male,
1628,Yes,Yes,Yes,,,39.0,Female,
1629,Yes,No,No,,,34.0,Male,
1630,Don't know,Yes,Yes,,,28.0,Female,
1631,Yes,Don't know,No,,,35.0,Female,
1632,Don't know,No,No,,,42.0,Male,
1634,Don't know,Don't know,Don't know,,,29.0,Male,
1635,Don't know,Don't know,Yes,,,34.0,Male,
1636,Yes,Don't know,No,,,28.0,Male,
1637,Don't know,No,No,,,22.0,Female,
1638,Yes,Yes,Yes,,,28.0,Female,
1639,Don't know,Don't know,Yes,,,26.0,Female,
1640,Yes,Yes,Don't know,,,21.0,Female,
1641,No,No,Yes,,,38.0,Male,
1642,Yes,Yes,Yes,,,33.0,Male,
1643,Yes,Yes,Yes,,,28.0,Female,
1644,Yes,Yes,Yes,,,32.0,Male,
1645,Don't know,No,Yes,,,24.0,Female,
1646,Don't know,Don't know,Don't know,,,35.0,Male,
1647,Don't know,Don't know,No,,,41.0,Male,
1648,Don't know,Don't know,No,,,38.0,Female,
1649,Don't know,Don't know,Yes,,,24.0,Female,
1650,Yes,Don't know,Yes,,,30.0,Male,
1651,Yes,Yes,No,,,47.0,Female,
1652,Yes,Yes,No,,,26.0,Female,
1653,Yes,Don't know,Yes,,,32.0,Male,
1654,Don't know,Yes,Don't know,,,32.0,Male,
1655,Don't know,Yes,Yes,,,37.0,Male,
1656,Don't know,Don't know,No,,,33.0,Male,
1657,No,No,Don't know,,,28.0,Female,
1658,Don't know,Don't know,No,,,22.0,Male,
1659,Don't know,Yes,Yes,,,30.0,Male,
1660,Don't know,Don't know,No,,,42.0,Female,
1661,Yes,Don't know,No,,,34.0,Male,
1662,Yes,No,Don't know,,,32.0,Male,
1663,No,No,Yes,,,37.0,Male,
1664,Don't know,Don't know,No,,,31.0,Female,
1665,Don't know,No,Yes,,,31.0,Male,
1666,No,No,No,,,26.0,Male,
1667,Don't know,Don't know,Don't know,,,30.0,Male,
1668,Yes,Don't know,Yes,,,36.0,Male,
1669,Yes,No,No,,,38.0,Male,
1670,Yes,No,Yes,,,24.0,Male,
1671,Don't know,Don't know,Yes,,,26.0,Male,
1672,Yes,Don't know,Don't know,,,37.0,Male,
1673,Don't know,No,Yes,,,27.0,Female,
1674,Don't know,Don't know,No,,,32.0,Male,
1675,Yes,Don't know,No,,,32.0,Male,
1676,Yes,Yes,Yes,,,30.0,Male,
1677,No,No,Yes,,,26.0,Female,
1678,Don't know,Don't know,Yes,,,27.0,Female,
1679,Don't know,Don't know,Yes,,,27.0,Male,
1680,Don't know,No,Don't know,,,29.0,Male,
1681,Yes,Yes,Yes,,,26.0,Others,
1682,Yes,No,No,,,23.0,Female,
1683,Yes,Yes,No,,,30.0,Male,
1684,Yes,Yes,Yes,,,40.0,Male,
1685,Don't know,Don't know,Don't know,,,46.0,Male,
1686,Don't know,Don't know,No,,,26.0,Male,
1687,Yes,Yes,No,,,30.0,Male,
1688,No,No,No,,,27.0,Female,
1689,Don't know,Don't know,Yes,,,35.0,Male,
1690,Yes,Yes,Yes,,,26.0,Female,
1691,Don't know,Don't know,No,,,35.0,Male,
1692,Don't know,No,Yes,,,29.0,Male,
1693,Don't know,Yes,No,,,34.0,Male,
1694,Don't know,Don't know,No,,,27.0,Male,
1695,No,No,Don't know,,,39.0,Male,
1696,Don't know,Don't know,No,,,27.0,Male,
1697,No,No,No,,,31.0,Male,
1698,No,No,No,,,26.0,Male,
1699,Yes,Don't know,Don't know,,,44.0,Male,
1700,Yes,No,No,,,27.0,Male,
1701,Yes,No,Yes,,,57.0,Female,
1702,Don't know,Don't know,No,,,34.0,Male,
1703,Don't know,Don't know,Yes,,,38.0,Male,
1704,Don't know,Don't know,Don't know,,,55.0,Male,
1705,Don't know,Don't know,Don't know,,,28.0,Male,
1706,Don't know,No,Don't know,,,35.0,Male,
1707,Yes,Don't know,Yes,,,26.0,Male,
1708,Don't know,Yes,Don't know,,,22.0,Female,
1709,Don't know,Don't know,No,,,31.0,Male,
1710,Don't know,No,No,,,31.0,Male,
1711,Don't know,Don't know,No,,,40.0,Male,
1712,Yes,Yes,Yes,,,26.0,Male,
1713,No,No,Yes,,,36.0,Male,
1714,Yes,No,Yes,,,33.0,Male,
1715,Yes,No,Yes,,,24.0,Female,
1716,No,No,Don't know,,,22.0,Male,
1717,Yes,Yes,Don't know,,,33.0,Male,
1718,Yes,Don't know,Yes,,,37.0,Female,
1719,Yes,Don't know,Don't know,,,29.0,Male,
1720,Don't know,No,No,,,38.0,Male,
1721,No,No,Don't know,,,33.0,Male,
1722,Don't know,No,Don't know,,,44.0,Female,
1723,Yes,No,Yes,,,23.0,Male,
1724,Don't know,Don't know,No,,,30.0,Male,
1725,Don't know,No,Yes,,,30.0,Male,
1726,Yes,No,No,,,28.0,Male,
1727,Yes,No,Don't know,,,39.0,Male,
1728,No,No,Yes,,,24.0,Female,
1729,Don't know,Don't know,Yes,,,27.0,Male,
1730,Yes,Yes,Yes,,,35.0,Male,
1731,No,Don't know,Don't know,,,23.0,Male,
1732,Yes,Yes,No,,,37.0,Male,
1733,Yes,No,No,,,35.0,Male,
1734,Yes,No,Don't know,,,27.0,Male,
1735,Don't know,No,Don't know,,,27.0,Female,
1736,Yes,Yes,No,,,27.0,Female,
1737,Don't know,No,Yes,,,42.0,Male,
1738,Yes,No,No,,,32.0,Male,
1739,Don't know,No,Don't know,,,26.0,Male,
1740,Don't know,Don't know,No,,,28.0,Male,
1741,Don't know,No,No,,,28.0,Male,
1742,Yes,Yes,No,,,32.0,Male,
1743,Don't know,Don't know,Yes,,,43.0,Male,
1744,Yes,Yes,Yes,,,34.0,Male,
1745,Don't know,Don't know,Don't know,,,61.0,Female,
1746,Don't know,Don't know,Yes,,,50.0,Male,
1747,Don't know,Don't know,Yes,,,38.0,Male,
1748,Don't know,Don't know,Yes,,,51.0,Male,
1749,Don't know,Don't know,No,,,38.0,Male,
1750,Don't know,Don't know,Yes,,,34.0,Male,
1751,No,No,Don't know,,,43.0,Male,
1752,Yes,Yes,Don't know,,,43.0,Female,
1753,No,No,Yes,,,44.0,Male,
1754,Don't know,Don't know,Don't know,,,35.0,Male,
1755,Yes,Don't know,No,,,50.0,Male,
1756,Yes,No,Don't know,,,29.0,Male,
1757,Yes,No,Yes,,,29.0,Male,
1758,Yes,Don't know,No,,,36.0,Male,
1759,Don't know,Don't know,Don't know,,,33.0,Male,
1760,Don't know,Don't know,Don't know,,,50.0,Male,
1761,Don't know,Don't know,Don't know,,,46.0,Male,
1762,Don't know,Don't know,Yes,,,44.0,Female,
1763,Yes,Don't know,Don't know,,,23.0,Others,
1764,Don't know,No,Don't know,,,41.0,Male,
1765,Yes,Don't know,Don't know,,,31.0,Male,
1766,No,No,Yes,,,55.0,Male,
1767,No,No,No,,,34.0,Male,
1768,Yes,No,Yes,,,28.0,Female,
1769,Yes,No,Yes,,,33.0,Male,
1770,Yes,Yes,No,,,29.0,Male,
1771,Yes,Yes,Yes,,,33.0,Female,
1772,Don't know,Don't know,No,,,28.0,Male,
1773,Yes,Yes,Yes,,,28.0,Male,
1774,Yes,Yes,No,,,32.0,Male,
1775,Yes,No,Don't know,,,36.0,Female,
1776,Don't know,Don't know,Don't know,,,45.0,Male,
1777,Don't know,Don't know,No,,,29.0,Male,
1778,No,Yes,No,,,23.0,Male,
1779,Don't know,Don't know,Don't know,,,54.0,Female,
1780,Don't know,Don't know,Yes,,,61.0,Female,
1781,Don't know,No,Yes,,,29.0,Female,
1782,Don't know,Don't know,No,,,31.0,Male,
1783,Don't know,Don't know,No,,,37.0,Male,
1784,No,No,Don't know,,,29.0,Male,
1785,Don't know,Don't know,No,,,28.0,Male,
1786,Don't know,No,Yes,,,30.0,Male,
1787,Yes,Yes,No,,,55.0,Male,
1788,Don't know,No,Yes,,,38.0,Female,
1789,Don't know,Don't know,No,,,20.0,Male,
1790,No,Don't know,No,,,25.0,Male,
1791,Don't know,Don't know,Don't know,,,22.0,Male,
1792,Don't know,Don't know,Yes,,,35.0,Male,
1793,Don't know,No,Yes,,,27.0,Male,
1794,No,No,Yes,,,24.0,Male,
1795,Don't know,Don't know,Yes,,,39.0,Male,
1796,Don't know,No,Don't know,,,29.0,Male,
1797,No,No,Yes,,,40.0,Female,
1798,No,No,Don't know,,,30.0,Male,
1799,Yes,No,No,,,32.0,Male,
1800,Don't know,Don't know,Don't know,,,34.0,Male,
1801,Yes,Don't know,Yes,,,35.0,Female,
1802,Don't know,Don't know,Don't know,,,30.0,Male,
1803,No,No,No,,,36.0,Male,
1804,Don't know,No,No,,,26.0,Male,
1805,Don't know,Don't know,No,,,31.0,Female,
1806,Don't know,Yes,No,,,33.0,Male,
1807,Don't know,Don't know,Yes,,,30.0,Male,
1808,Don't know,No,Yes,,,46.0,Male,
1809,No,Yes,No,,,32.0,Male,
1810,Yes,Yes,No,,,34.0,Male,
1811,Don't know,Don't know,Yes,,,41.0,Male,
1812,Don't know,Don't know,No,,,32.0,Male,
1813,Yes,Yes,No,,,47.0,Male,
1814,Don't know,Don't know,No,,,29.0,Male,
1815,Yes,Don't know,No,,,36.0,Male,
1816,No,No,Yes,,,32.0,Male,
1817,Don't know,Don't know,Don't know,,,29.0,Male,
1818,Don't know,No,No,,,22.0,Male,
1819,Yes,No,Yes,,,32.0,Female,
1820,Yes,No,No,,,19.0,Female,
1821,No,No,No,,,30.0,Male,
1822,Don't know,Don't know,Don't know,,,32.0,Others,
1823,Don't know,Don't know,No,,,22.0,Male,
1824,Don't know,Don't know,No,,,30.0,Male,
1826,No,No,No,,,33.0,Male,
1827,No,No,No,,,48.0,Female,
1828,No,No,No,,,45.0,Male,
1829,Don't know,Yes,No,,,28.0,Male,
1830,Don't know,Don't know,No,,,44.0,Male,
1831,No,No,No,,,31.0,Male,
1832,Yes,No,Yes,,,31.0,Female,
1833,Yes,Don't know,No,,,29.0,Male,
1834,Yes,Don't know,No,,,26.0,Male,
1835,Yes,Don't know,Yes,,,35.0,Female,
1836,Don't know,Don't know,No,,,44.0,Male,
1837,Yes,Don't know,Yes,,,45.0,Male,
1838,Yes,Don't know,Yes,,,22.0,Female,
1839,Yes,No,Don't know,,,34.0,Male,
1840,Don't know,No,Don't know,,,35.0,Male,
1841,Don't know,Don't know,Yes,,,39.0,Male,
1842,Don't know,No,Don't know,,,26.0,Male,
1843,Don't know,Don't know,No,,,41.0,Male,
1844,Don't know,Don't know,Yes,,,24.0,Male,
1845,Don't know,Don't know,Yes,,,24.0,Male,
1846,Yes,No,Yes,,,34.0,Male,
1847,No,No,No,,,36.0,Male,
1848,Yes,Don't know,Don't know,,,41.0,Male,
1849,Don't know,No,Yes,,,21.0,Male,
1850,Don't know,Don't know,Yes,,,33.0,Male,
1851,Don't know,No,No,,,32.0,Male,
1852,Yes,Yes,Yes,,,62.0,Female,
1853,Yes,No,Yes,,,37.0,Male,
1854,Don't know,No,Don't know,,,32.0,Male,
1855,Yes,Don't know,No,,,31.0,Male,
1856,Don't know,Don't know,Don't know,,,28.0,Male,
1857,Don't know,Don't know,Yes,,,48.0,Female,
1858,Don't know,Don't know,Yes,,,40.0,Male,
1859,Yes,Don't know,Yes,,,29.0,Male,
1860,Yes,Yes,No,,,33.0,Male,
1861,Don't know,No,No,,,27.0,Male,
1862,Don't know,No,No,,,24.0,Male,
1863,Don't know,Don't know,Yes,,,28.0,Male,
1864,Yes,No,Don't know,,,42.0,Male,
1865,No,No,No,,,28.0,Male,
1866,Don't know,Don't know,Yes,,,40.0,Male,
1867,Yes,Yes,Don't know,,,32.0,Female,
1868,Don't know,Don't know,Don't know,,,33.0,Male,
1869,Don't know,Don't know,Don't know,,,40.0,Male,
1870,Yes,No,Yes,,,26.0,Male,
1871,Don't know,Don't know,Yes,,,39.0,Female,
1872,Don't know,Yes,Don't know,,,38.0,Male,
1873,Yes,Don't know,Yes,,,34.0,Male,
1874,Don't know,No,Yes,,,44.0,Male,
1875,Don't know,Don't know,Don't know,,,54.0,Male,
1876,Yes,No,No,,,24.0,Male,
1877,Yes,Yes,Yes,,,31.0,Male,
1878,Yes,Don't know,Yes,,,47.0,Male,
1879,Don't know,Yes,Yes,,,30.0,Male,
1880,Don't know,Don't know,No,,,34.0,Male,
1881,Yes,Yes,Yes,,,29.0,Others,
1882,Yes,Don't know,No,,,27.0,Male,
1883,Yes,Yes,Yes,,,29.0,Male,
1884,Don't know,Don't know,Don't know,,,43.0,Female,
1885,Yes,No,Yes,,,31.0,Others,
1886,Don't know,No,Don't know,,,27.0,Male,
1887,No,No,Yes,,,29.0,Male,
1888,Don't know,No,No,,,29.0,Male,
1889,Yes,Yes,Yes,,,42.0,Male,
1890,Yes,No,No,,,26.0,Female,
1891,Don't know,Yes,No,,,26.0,Male,
1892,Don't know,Don't know,Yes,,,34.0,Male,
1893,Yes,No,No,,,24.0,Male,
1894,Yes,Yes,No,,,25.0,Male,
1895,Yes,No,No,,,22.0,Male,
1896,Yes,Don't know,Yes,,,33.0,Male,
1897,Yes,Yes,No,,,53.0,Male,
1898,Yes,No,Yes,,,32.0,Male,
1899,No,No,No,,,32.0,Male,
1900,Don't know,Don't know,Don't know,,,55.0,Male,
1901,Don't know,No,No,,,27.0,Male,
1902,Don't know,No,No,,,34.0,Male,
1903,No,No,Yes,,,26.0,Male,
1904,Don't know,No,Yes,,,25.0,Others,
1905,Yes,Yes,Don't know,,,39.0,Male,
1906,Don't know,Don't know,Don't know,,,32.0,Male,
1907,Don't know,Don't know,Don't know,,,46.0,Male,
1908,Don't know,Don't know,No,,,52.0,Female,
1909,Don't know,Yes,Don't know,,,33.0,Others,
1910,Yes,Don't know,No,,,58.0,Male,
1911,No,No,Yes,,,30.0,Male,
1912,Don't know,Don't know,No,,,46.0,Male,
1913,Don't know,Don't know,Yes,,,45.0,Male,
1914,No,No,No,,,26.0,Female,
1915,Yes,Yes,Yes,,,22.0,Male,
1916,Don't know,Don't know,No,,,21.0,Male,
1918,Don't know,Yes,No,,,34.0,Male,
1919,Don't know,Don't know,No,,,25.0,Female,
1920,Yes,No,Yes,,,27.0,Male,
1921,Yes,No,Yes,,,25.0,Female,
1922,Yes,Yes,Don't know,,,33.0,Male,
1923,Don't know,Don't know,Yes,,,26.0,Female,
1924,No,No,No,,,36.0,Female,
1925,No,Don't know,Don't know,,,26.0,Male,
1926,Don't know,No,Don't know,,,34.0,Male,
1927,Yes,No,Yes,,,34.0,Male,
1928,Yes,Yes,Yes,,,25.0,Male,
1929,Don't know,Don't know,Don't know,,,33.0,Female,
1930,No,No,No,,,27.0,Female,
1931,Don't know,No,No,,,24.0,Female,
1932,Yes,Don't know,No,,,47.0,Female,
1933,Yes,Yes,No,,,37.0,Male,
1934,Don't know,Don't know,Yes,,,35.0,Others,
1935,Yes,No,Yes,,,30.0,Male,
1936,Yes,Yes,No,,,42.0,Male,
1937,Don't know,Don't know,Yes,,,36.0,Female,
1938,Yes,Yes,Don't know,,,31.0,Male,
1939,Yes,No,Don't know,,,28.0,Female,
1940,Yes,Yes,Yes,,,36.0,Female,
1941,Yes,No,Yes,,,36.0,Female,
1942,Don't know,No,Don't know,,,32.0,Male,
1943,Don't know,Don't know,No,,,42.0,Male,
1944,Yes,No,Don't know,,,41.0,Female,
1945,Yes,Yes,No,,,36.0,Male,
1946,Yes,Yes,Yes,,,23.0,Male,
1947,Yes,Yes,Yes,,,54.0,Female,
1948,Don't know,Yes,No,,,34.0,Female,
1949,Don't know,No,No,,,36.0,Male,
1950,Yes,No,No,,,27.0,Male,
1951,Yes,Don't know,Yes,,,32.0,Male,
1952,Yes,No,Don't know,,,21.0,Male,
1953,Don't know,Yes,No,,,44.0,Male,
1954,Don't know,Don't know,Yes,,,33.0,Male,
1955,Yes,Don't know,Yes,,,38.0,Male,
1956,Yes,Yes,No,,,38.0,Male,
1957,Don't know,Don't know,No,,,38.0,Female,
1958,Don't know,Don't know,No,,,22.0,Female,
1959,Don't know,Don't know,Yes,,,33.0,Others,
1960,Don't know,No,No,,,27.0,Female,
1961,Don't know,Don't know,Yes,,,55.0,Female,
1962,No,No,Yes,,,66.0,Male,
1963,Don't know,No,Don't know,,,25.0,Male,
1964,Don't know,No,No,,,22.0,Male,
1965,No,No,No,,,29.0,Male,
1966,No,Yes,No,,,33.0,Male,
1967,No,No,No,,,27.0,Male,
1968,Don't know,Don't know,Don't know,,,44.0,Male,
1969,Don't know,Don't know,Yes,,,38.0,Male,
1970,Don't know,Don't know,No,,,32.0,Male,
1971,Yes,Yes,No,,,59.0,Female,
1972,Don't know,Don't know,No,,,43.0,Male,
1973,Don't know,Don't know,Yes,,,55.0,Female,
1974,Yes,Don't know,No,,,32.0,Male,
1975,Don't know,Yes,Don't know,,,41.0,Male,
1976,No,Yes,Yes,,,38.0,Female,
1977,Don't know,Don't know,Yes,,,46.0,Male,
1978,No,Yes,No,,,43.0,Male,
1979,Yes,Yes,Yes,,,29.0,Female,
1980,Don't know,Don't know,No,,,42.0,Male,
1981,Don't know,Don't know,No,,,25.0,Female,
1982,Yes,No,Yes,,,49.0,Male,
1983,No,No,Yes,,,36.0,Male,
1984,Don't know,Don't know,No,,,30.0,Male,
1985,Don't know,Don't know,No,,,28.0,Male,
1986,Don't know,No,Yes,,,37.0,Male,
